sensor,baseline,jitter,scale,magWarp,timeWarp,permutation
EDA,0.5478180050849915,0.6142989695072174,0.6333333313465118,0.6152274966239929,0.6230269253253937,0.6322191238403321
RECALL,0.190476194024086,0.7026666685938835,0.7478095293045044,0.8712380886077881,0.7598095268011094,0.733904755115509
PRECISION,0.6172839403152466,0.6054793179035187,0.6080039203166961,0.5701475203037262,0.5984012722969055,0.6092514991760254
STD,0,0.025246981660852517

EDA,0,6.6481,8.5515,6.7409,7.5209,8.4401
