Date,X,Y,Z
2021-03-10 09:05:00,nan,nan,nan
2021-03-10 09:05:00.031249920,nan,nan,nan
2021-03-10 09:05:00.062500096,nan,nan,nan
2021-03-10 09:05:00.093750016,nan,nan,nan
2021-03-10 09:05:00.124999936,nan,nan,nan
2021-03-10 09:05:00.156250112,nan,nan,nan
2021-03-10 09:05:00.187500032,nan,nan,nan
2021-03-10 09:05:00.218749952,nan,nan,nan
2021-03-10 09:05:00.249999872,nan,nan,nan
2021-03-10 09:05:00.281250048,nan,nan,nan
2021-03-10 09:05:00.312499968,nan,nan,nan
2021-03-10 09:05:00.343749888,nan,nan,nan
2021-03-10 09:05:00.375000064,nan,nan,nan
2021-03-10 09:05:00.406249984,nan,nan,nan
2021-03-10 09:05:00.437499904,nan,nan,nan
2021-03-10 09:05:00.468750080,nan,nan,nan
2021-03-10 09:05:00.500000,nan,nan,nan
2021-03-10 09:05:00.531249920,nan,nan,nan
2021-03-10 09:05:00.562500096,nan,nan,nan
2021-03-10 09:05:00.593750016,nan,nan,nan
