Date,X,Y,Z
2021-03-10 09:05:22.250000,0.0,0.0,0.0
2021-03-10 09:05:22.500000,0.0,0.0,0.0
2021-03-10 09:05:22.750000,0.0,0.0,0.0
2021-03-10 09:05:23,0.0,0.0,0.0
2021-03-10 09:05:23.250000,0.0,0.0,0.0
2021-03-10 09:05:23.500000,0.0,0.0,0.0
2021-03-10 09:05:23.750000,0.0,0.0,0.0
2021-03-10 09:05:24,0.0,0.0,0.0
2021-03-10 09:05:24.250000,0.0,0.0,0.0
2021-03-10 09:05:24.500000,0.0,0.0,0.0
2021-03-10 09:05:24.750000,0.0,0.0,0.0
2021-03-10 09:05:25,0.0,0.0,0.0
2021-03-10 09:05:25.250000,0.0,0.0,0.0
2021-03-10 09:05:25.500000,0.0,0.0,0.0
2021-03-10 09:05:25.750000,0.0,0.0,0.0
2021-03-10 09:05:26,0.0,0.0,0.0
2021-03-10 09:05:26.250000,0.0,0.0,0.0
2021-03-10 09:05:26.500000,0.0,0.0,0.0
2021-03-10 09:05:26.750000,0.0,0.0,0.0
2021-03-10 09:05:27,0.0,0.0,0.0
2021-03-10 09:05:27.250000,0.0,0.0,0.0
2021-03-10 09:05:27.500000,0.0,0.0,0.0
2021-03-10 09:05:27.750000,0.0,0.0,0.0
2021-03-10 09:05:28,0.0,0.0,0.0
2021-03-10 09:05:28.250000,0.0,0.0,0.0
2021-03-10 09:05:28.500000,0.0,0.0,0.0
2021-03-10 09:05:28.750000,0.0,0.0,0.0
2021-03-10 09:05:29,0.0,0.0,0.0
2021-03-10 09:05:29.250000,0.0,0.0,0.0
2021-03-10 09:05:29.500000,0.0,0.0,0.0
2021-03-10 09:05:29.750000,0.0,0.0,0.0
2021-03-10 09:05:30,0.0,0.0,0.0
2021-03-10 09:05:30.250000,0.0,0.0,0.0
2021-03-10 09:05:30.500000,0.0,0.0,0.0
2021-03-10 09:05:30.750000,0.0,0.0,0.0
2021-03-10 09:05:31,0.0,0.0,0.0
2021-03-10 09:05:31.250000,0.0,0.0,0.0
2021-03-10 09:05:31.500000,0.0,0.0,0.0
2021-03-10 09:05:31.750000,0.0,0.0,0.0
2021-03-10 09:05:32,0.0,0.0,0.0
2021-03-10 09:05:32.250000,0.0,0.0,0.0
2021-03-10 09:05:32.500000,0.0,0.0,0.0
2021-03-10 09:05:32.750000,0.0,0.0,0.0
2021-03-10 09:05:33,0.0,0.0,0.0
2021-03-10 09:05:33.250000,0.0,0.0,0.0
2021-03-10 09:05:33.500000,0.0,0.0,0.0
2021-03-10 09:05:33.750000,0.0,0.0,0.0
2021-03-10 09:05:34,0.0,0.0,0.0
2021-03-10 09:05:34.250000,0.0,0.0,0.0
2021-03-10 09:05:34.500000,0.0,0.0,0.0
2021-03-10 09:05:34.750000,0.0,0.0,0.0
2021-03-10 09:05:35,0.0,0.0,0.0
2021-03-10 09:05:35.250000,0.0,0.0,0.0
2021-03-10 09:05:35.500000,0.0,0.0,0.0
2021-03-10 09:05:35.750000,0.0,0.0,0.0
2021-03-10 09:05:36,0.0,0.0,0.0
2021-03-10 09:05:36.250000,0.0,0.0,0.0
2021-03-10 09:05:36.500000,0.0,0.0,0.0
2021-03-10 09:05:36.750000,0.0,0.0,0.0
2021-03-10 09:05:37,0.0,0.0,0.0
2021-03-10 09:05:37.250000,0.0,0.0,0.0
2021-03-10 09:05:37.500000,0.0,0.0,0.0
2021-03-10 09:05:37.750000,0.0,0.0,0.0
2021-03-10 09:05:38,0.0,0.0,0.0
2021-03-10 09:05:38.250000,0.0,0.0,0.0
2021-03-10 09:05:38.500000,0.0,0.0,0.0
2021-03-10 09:05:38.750000,0.0,0.0,0.0
2021-03-10 09:05:39,0.0,0.0,0.0
2021-03-10 09:05:39.250000,0.0,0.0,0.0
2021-03-10 09:05:39.500000,0.0,0.0,0.0
2021-03-10 09:05:39.750000,0.0,0.0,0.0
2021-03-10 09:05:40,0.0,0.0,0.0
2021-03-10 09:05:40.250000,0.0,0.0,0.0
2021-03-10 09:05:40.500000,0.0,0.0,0.0
2021-03-10 09:05:40.750000,0.0,0.0,0.0
2021-03-10 09:05:41,0.0,0.0,0.0
2021-03-10 09:05:41.250000,0.0,0.0,0.0
2021-03-10 09:05:41.500000,0.0,0.0,0.0
2021-03-10 09:05:41.750000,0.0,0.0,0.0
2021-03-10 09:05:42,0.0,0.0,0.0
2021-03-10 09:05:42.250000,0.0,0.0,0.0
2021-03-10 09:05:42.500000,0.0,0.0,0.0
2021-03-10 09:05:42.750000,0.0,0.0,0.0
2021-03-10 09:05:43,0.0,0.0,0.0
2021-03-10 09:05:43.250000,0.0,0.0,0.0
2021-03-10 09:05:43.500000,0.0,0.0,0.0
2021-03-10 09:05:43.750000,0.0,0.0,0.0
2021-03-10 09:05:44,0.0,0.0,0.0
2021-03-10 09:05:44.250000,0.0,0.0,0.0
2021-03-10 09:05:44.500000,0.0,0.0,0.0
2021-03-10 09:05:44.750000,0.0,0.0,0.0
2021-03-10 09:05:45,0.0,0.0,0.0
2021-03-10 09:05:45.250000,0.0,0.0,0.0
2021-03-10 09:05:45.500000,0.0,0.0,0.0
2021-03-10 09:05:45.750000,0.0,0.0,0.0
2021-03-10 09:05:46,0.0,0.0,0.0
2021-03-10 09:05:46.250000,0.0,0.0,0.0
2021-03-10 09:05:46.500000,0.0,0.0,0.0
2021-03-10 09:05:46.750000,0.0,0.0,0.0
2021-03-10 09:05:47,0.0,0.0,0.0
2021-03-10 09:05:47.250000,0.0,0.0,0.0
2021-03-10 09:05:47.500000,0.0,0.0,0.0
2021-03-10 09:05:47.750000,0.0,0.0,0.0
2021-03-10 09:05:48,0.0,0.0,0.0
2021-03-10 09:05:48.250000,0.0,0.0,0.0
2021-03-10 09:05:48.500000,0.0,0.0,0.0
2021-03-10 09:05:48.750000,0.0,0.0,0.0
2021-03-10 09:05:49,0.0,0.0,0.0
2021-03-10 09:05:49.250000,0.0,0.0,0.0
2021-03-10 09:05:49.500000,0.0,0.0,0.0
2021-03-10 09:05:49.750000,0.0,0.0,0.0
2021-03-10 09:05:50,0.0,0.0,0.0
2021-03-10 09:05:50.250000,0.0,0.0,0.0
2021-03-10 09:05:50.500000,0.0,0.0,0.0
2021-03-10 09:05:50.750000,0.0,0.0,0.0
2021-03-10 09:05:51,0.0,0.0,0.0
2021-03-10 09:05:51.250000,0.0,0.0,0.0
2021-03-10 09:05:51.500000,0.0,0.0,0.0
2021-03-10 09:05:51.750000,0.0,0.0,0.0
2021-03-10 09:05:52,0.0,0.0,0.0
2021-03-10 09:05:52.250000,0.0,0.0,0.0
2021-03-10 09:05:52.500000,0.0,0.0,0.0
2021-03-10 09:05:52.750000,0.0,0.0,0.0
2021-03-10 09:05:53,0.0,0.0,0.0
2021-03-10 09:05:53.250000,0.0,0.0,0.0
2021-03-10 09:05:53.500000,0.0,0.0,0.0
2021-03-10 09:05:53.750000,0.0,0.0,0.0
2021-03-10 09:05:54,0.0,0.0,0.0
2021-03-10 09:05:54.250000,0.0,0.0,0.0
2021-03-10 09:05:54.500000,0.0,0.0,0.0
2021-03-10 09:05:54.750000,0.0,0.0,0.0
2021-03-10 09:05:55,0.0,0.0,0.0
2021-03-10 09:05:55.250000,0.0,0.0,0.0
2021-03-10 09:05:55.500000,0.0,0.0,0.0
2021-03-10 09:05:55.750000,0.0,0.0,0.0
2021-03-10 09:05:56,0.0,0.0,0.0
2021-03-10 09:05:56.250000,0.0,0.0,0.0
2021-03-10 09:05:56.500000,0.0,0.0,0.0
2021-03-10 09:05:56.750000,0.0,0.0,0.0
2021-03-10 09:05:57,0.0,0.0,0.0
2021-03-10 09:05:57.250000,0.0,0.0,0.0
2021-03-10 09:05:57.500000,0.0,0.0,0.0
2021-03-10 09:05:57.750000,0.0,0.0,0.0
2021-03-10 09:05:58,0.0,0.0,0.0
2021-03-10 09:05:58.250000,0.0,0.0,0.0
2021-03-10 09:05:58.500000,0.0,0.0,0.0
2021-03-10 09:05:58.750000,0.0,0.0,0.0
2021-03-10 09:05:59,0.0,0.0,0.0
2021-03-10 09:05:59.250000,0.0,0.0,0.0
2021-03-10 09:05:59.500000,0.0,0.0,0.0
2021-03-10 09:05:59.750000,0.0,0.0,0.0
2021-03-10 09:06:00,0.0,0.0,0.0
2021-03-10 09:06:00.250000,0.0,0.0,0.0
2021-03-10 09:06:00.500000,0.0,0.0,0.0
2021-03-10 09:06:00.750000,0.0,0.0,0.0
2021-03-10 09:06:01,0.0,0.0,0.0
2021-03-10 09:06:01.250000,0.0,0.0,0.0
2021-03-10 09:06:01.500000,0.0,0.0,0.0
2021-03-10 09:06:01.750000,0.0,0.0,0.0
2021-03-10 09:06:02,0.0,0.0,0.0
2021-03-10 09:06:02.250000,0.0,0.0,0.0
2021-03-10 09:06:02.500000,0.0,0.0,0.0
2021-03-10 09:06:02.750000,0.0,0.0,0.0
2021-03-10 09:06:03,0.0,0.0,0.0
2021-03-10 09:06:03.250000,0.0,0.0,0.0
2021-03-10 09:06:03.500000,0.0,0.0,0.0
2021-03-10 09:06:03.750000,0.0,0.0,0.0
2021-03-10 09:06:04,0.0,0.0,0.0
2021-03-10 09:06:04.250000,0.0,0.0,0.0
2021-03-10 09:06:04.500000,0.0,0.0,0.0
2021-03-10 09:06:04.750000,0.0,0.0,0.0
2021-03-10 09:06:05,0.0,0.0,0.0
2021-03-10 09:06:05.250000,0.0,0.0,0.0
2021-03-10 09:06:05.500000,0.0,0.0,0.0
2021-03-10 09:06:05.750000,0.0,0.0,0.0
2021-03-10 09:06:06,0.0,0.0,0.0
2021-03-10 09:06:06.250000,0.0,0.0,0.0
2021-03-10 09:06:06.500000,0.0,0.0,0.0
2021-03-10 09:06:06.750000,0.0,0.0,0.0
2021-03-10 09:06:07,0.0,0.0,0.0
2021-03-10 09:06:07.250000,0.0,0.0,0.0
2021-03-10 09:06:07.500000,0.0,0.0,0.0
2021-03-10 09:06:07.750000,0.0,0.0,0.0
2021-03-10 09:06:08,0.0,0.0,0.0
2021-03-10 09:06:08.250000,0.0,0.0,0.0
2021-03-10 09:06:08.500000,0.0,0.0,0.0
2021-03-10 09:06:08.750000,0.0,0.0,0.0
2021-03-10 09:06:09,0.0,0.0,0.0
2021-03-10 09:06:09.250000,0.0,0.0,0.0
2021-03-10 09:06:09.500000,0.0,0.0,0.0
2021-03-10 09:06:09.750000,0.0,0.0,0.0
2021-03-10 09:06:10,0.0,0.0,0.0
2021-03-10 09:06:10.250000,0.0,0.0,0.0
2021-03-10 09:06:10.500000,0.0,0.0,0.0
2021-03-10 09:06:10.750000,0.0,0.0,0.0
2021-03-10 09:06:11,0.0,0.0,0.0
2021-03-10 09:06:11.250000,0.0,0.0,0.0
2021-03-10 09:06:11.500000,0.0,0.0,0.0
2021-03-10 09:06:11.750000,0.0,0.0,0.0
2021-03-10 09:06:12,0.0,0.0,0.0
2021-03-10 09:06:12.250000,0.0,0.0,0.0
2021-03-10 09:06:12.500000,0.0,0.0,0.0
2021-03-10 09:06:12.750000,0.0,0.0,0.0
2021-03-10 09:06:13,0.0,0.0,0.0
2021-03-10 09:06:13.250000,0.0,0.0,0.0
2021-03-10 09:06:13.500000,0.0,0.0,0.0
2021-03-10 09:06:13.750000,0.0,0.0,0.0
2021-03-10 09:06:14,0.0,0.0,0.0
2021-03-10 09:06:14.250000,0.0,0.0,0.0
2021-03-10 09:06:14.500000,0.0,0.0,0.0
2021-03-10 09:06:14.750000,0.0,0.0,0.0
2021-03-10 09:06:15,0.0,0.0,0.0
2021-03-10 09:06:15.250000,0.0,0.0,0.0
2021-03-10 09:06:15.500000,0.0,0.0,0.0
2021-03-10 09:06:15.750000,0.0,0.0,0.0
2021-03-10 09:06:16,0.0,0.0,0.0
2021-03-10 09:06:16.250000,0.0,0.0,0.0
2021-03-10 09:06:16.500000,0.0,0.0,0.0
2021-03-10 09:06:16.750000,0.0,0.0,0.0
2021-03-10 09:06:17,0.0,0.0,0.0
2021-03-10 09:06:17.250000,0.0,0.0,0.0
2021-03-10 09:06:17.500000,0.0,0.0,0.0
2021-03-10 09:06:17.750000,0.0,0.0,0.0
2021-03-10 09:06:18,0.0,0.0,0.0
2021-03-10 09:06:18.250000,0.0,0.0,0.0
2021-03-10 09:06:18.500000,0.0,0.0,0.0
2021-03-10 09:06:18.750000,0.0,0.0,0.0
2021-03-10 09:06:19,0.0,0.0,0.0
2021-03-10 09:06:19.250000,0.0,0.0,0.0
2021-03-10 09:06:19.500000,0.0,0.0,0.0
2021-03-10 09:06:19.750000,0.0,0.0,0.0
2021-03-10 09:06:20,0.0,0.0,0.0
2021-03-10 09:06:20.250000,0.0,0.0,0.0
2021-03-10 09:06:20.500000,0.0,0.0,0.0
2021-03-10 09:06:20.750000,0.0,0.0,0.0
2021-03-10 09:06:21,0.0,0.0,0.0
2021-03-10 09:06:21.250000,0.0,0.0,0.0
2021-03-10 09:06:21.500000,0.0,0.0,0.0
2021-03-10 09:06:21.750000,0.0,0.0,0.0
2021-03-10 09:06:22,0.0,0.0,0.0
2021-03-10 09:06:22.250000,0.0,0.0,0.0
2021-03-10 09:06:22.500000,0.0,0.0,0.0
2021-03-10 09:06:22.750000,0.0,0.0,0.0
2021-03-10 09:06:23,0.0,0.0,0.0
2021-03-10 09:06:23.250000,0.0,0.0,0.0
2021-03-10 09:06:23.500000,0.0,0.0,0.0
2021-03-10 09:06:23.750000,0.0,0.0,0.0
2021-03-10 09:06:24,0.0,0.0,0.0
2021-03-10 09:06:24.250000,0.0,0.0,0.0
2021-03-10 09:06:24.500000,0.0,0.0,0.0
2021-03-10 09:06:24.750000,0.0,0.0,0.0
2021-03-10 09:06:25,0.0,0.0,0.0
2021-03-10 09:06:25.250000,0.0,0.0,0.0
2021-03-10 09:06:25.500000,0.0,0.0,0.0
2021-03-10 09:06:25.750000,0.0,0.0,0.0
2021-03-10 09:06:26,0.0,0.0,0.0
2021-03-10 09:06:26.250000,0.0,0.0,0.0
2021-03-10 09:06:26.500000,0.0,0.0,0.0
2021-03-10 09:06:26.750000,0.0,0.0,0.0
2021-03-10 09:06:27,0.0,0.0,0.0
2021-03-10 09:06:27.250000,0.0,0.0,0.0
2021-03-10 09:06:27.500000,0.0,0.0,0.0
2021-03-10 09:06:27.750000,0.0,0.0,0.0
2021-03-10 09:06:28,0.0,0.0,0.0
2021-03-10 09:06:28.250000,0.0,0.0,0.0
2021-03-10 09:06:28.500000,0.0,0.0,0.0
2021-03-10 09:06:28.750000,0.0,0.0,0.0
2021-03-10 09:06:29,0.0,0.0,0.0
2021-03-10 09:06:29.250000,0.0,0.0,0.0
2021-03-10 09:06:29.500000,0.0,0.0,0.0
2021-03-10 09:06:29.750000,0.0,0.0,0.0
2021-03-10 09:06:30,0.0,0.0,0.0
2021-03-10 09:06:30.250000,0.0,0.0,0.0
2021-03-10 09:06:30.500000,0.0,0.0,0.0
2021-03-10 09:06:30.750000,0.0,0.0,0.0
2021-03-10 09:06:31,0.0,0.0,0.0
2021-03-10 09:06:31.250000,0.0,0.0,0.0
2021-03-10 09:06:31.500000,0.0,0.0,0.0
2021-03-10 09:06:31.750000,0.0,0.0,0.0
2021-03-10 09:06:32,0.0,0.0,0.0
2021-03-10 09:06:32.250000,0.0,0.0,0.0
2021-03-10 09:06:32.500000,0.0,0.0,0.0
2021-03-10 09:06:32.750000,0.0,0.0,0.0
2021-03-10 09:06:33,0.0,0.0,0.0
2021-03-10 09:06:33.250000,0.0,0.0,0.0
2021-03-10 09:06:33.500000,0.0,0.0,0.0
2021-03-10 09:06:33.750000,0.0,0.0,0.0
2021-03-10 09:06:34,0.0,0.0,0.0
2021-03-10 09:06:34.250000,0.0,0.0,0.0
2021-03-10 09:06:34.500000,0.0,0.0,0.0
2021-03-10 09:06:34.750000,0.0,0.0,0.0
2021-03-10 09:06:35,0.0,0.0,0.0
2021-03-10 09:06:35.250000,0.0,0.0,0.0
2021-03-10 09:06:35.500000,0.0,0.0,0.0
2021-03-10 09:06:35.750000,0.0,0.0,0.0
2021-03-10 09:06:36,0.0,0.0,0.0
2021-03-10 09:06:36.250000,0.0,0.0,0.0
2021-03-10 09:06:36.500000,0.0,0.0,0.0
2021-03-10 09:06:36.750000,0.0,0.0,0.0
2021-03-10 09:06:37,0.0,0.0,0.0
2021-03-10 09:06:37.250000,0.0,0.0,0.0
2021-03-10 09:06:37.500000,0.0,0.0,0.0
2021-03-10 09:06:37.750000,0.0,0.0,0.0
2021-03-10 09:06:38,0.0,0.0,0.0
2021-03-10 09:06:38.250000,0.0,0.0,0.0
2021-03-10 09:06:38.500000,0.0,0.0,0.0
2021-03-10 09:06:38.750000,0.0,0.0,0.0
2021-03-10 09:06:39,0.0,0.0,0.0
2021-03-10 09:06:39.250000,0.0,0.0,0.0
2021-03-10 09:06:39.500000,0.0,0.0,0.0
2021-03-10 09:06:39.750000,0.0,0.0,0.0
2021-03-10 09:06:40,0.0,0.0,0.0
2021-03-10 09:06:40.250000,0.0,0.0,0.0
2021-03-10 09:06:40.500000,0.0,0.0,0.0
2021-03-10 09:06:40.750000,0.0,0.0,0.0
2021-03-10 09:06:41,0.0,0.0,0.0
2021-03-10 09:06:41.250000,0.0,0.0,0.0
2021-03-10 09:06:41.500000,0.0,0.0,0.0
2021-03-10 09:06:41.750000,0.0,0.0,0.0
2021-03-10 09:06:42,0.0,0.0,0.0
2021-03-10 09:06:42.250000,0.0,0.0,0.0
2021-03-10 09:06:42.500000,0.0,0.0,0.0
2021-03-10 09:06:42.750000,0.0,0.0,0.0
2021-03-10 09:06:43,0.0,0.0,0.0
2021-03-10 09:06:43.250000,0.0,0.0,0.0
2021-03-10 09:06:43.500000,0.0,0.0,0.0
2021-03-10 09:06:43.750000,0.0,0.0,0.0
2021-03-10 09:06:44,0.0,0.0,0.0
2021-03-10 09:06:44.250000,0.0,0.0,0.0
2021-03-10 09:06:44.500000,0.0,0.0,0.0
2021-03-10 09:06:44.750000,0.0,0.0,0.0
2021-03-10 09:06:45,0.0,0.0,0.0
2021-03-10 09:06:45.250000,0.0,0.0,0.0
2021-03-10 09:06:45.500000,0.0,0.0,0.0
2021-03-10 09:06:45.750000,0.0,0.0,0.0
2021-03-10 09:06:46,0.0,0.0,0.0
2021-03-10 09:06:46.250000,0.0,0.0,0.0
2021-03-10 09:06:46.500000,0.0,0.0,0.0
2021-03-10 09:06:46.750000,0.0,0.0,0.0
2021-03-10 09:06:47,0.0,0.0,0.0
2021-03-10 09:06:47.250000,0.0,0.0,0.0
2021-03-10 09:06:47.500000,0.0,0.0,0.0
2021-03-10 09:06:47.750000,0.0,0.0,0.0
2021-03-10 09:06:48,0.0,0.0,0.0
2021-03-10 09:06:48.250000,0.0,0.0,0.0
2021-03-10 09:06:48.500000,0.0,0.0,0.0
2021-03-10 09:06:48.750000,0.0,0.0,0.0
2021-03-10 09:06:49,0.0,0.0,0.0
2021-03-10 09:06:49.250000,0.0,0.0,0.0
2021-03-10 09:06:49.500000,0.0,0.0,0.0
2021-03-10 09:06:49.750000,0.0,0.0,0.0
2021-03-10 09:06:50,0.0,0.0,0.0
2021-03-10 09:06:50.250000,0.0,0.0,0.0
2021-03-10 09:06:50.500000,0.0,0.0,0.0
2021-03-10 09:06:50.750000,0.0,0.0,0.0
2021-03-10 09:06:51,0.0,0.0,0.0
2021-03-10 09:06:51.250000,0.0,0.0,0.0
2021-03-10 09:06:51.500000,0.0,0.0,0.0
2021-03-10 09:06:51.750000,0.0,0.0,0.0
2021-03-10 09:06:52,0.0,0.0,0.0
2021-03-10 09:06:52.250000,0.0,0.0,0.0
2021-03-10 09:06:52.500000,0.0,0.0,0.0
2021-03-10 09:06:52.750000,0.0,0.0,0.0
2021-03-10 09:06:53,0.0,0.0,0.0
2021-03-10 09:06:53.250000,0.0,0.0,0.0
2021-03-10 09:06:53.500000,0.0,0.0,0.0
2021-03-10 09:06:53.750000,0.0,0.0,0.0
2021-03-10 09:06:54,0.0,0.0,0.0
2021-03-10 09:06:54.250000,0.0,0.0,0.0
2021-03-10 09:06:54.500000,0.0,0.0,0.0
2021-03-10 09:06:54.750000,0.0,0.0,0.0
2021-03-10 09:06:55,0.0,0.0,0.0
2021-03-10 09:06:55.250000,0.0,0.0,0.0
2021-03-10 09:06:55.500000,0.0,0.0,0.0
2021-03-10 09:06:55.750000,0.0,0.0,0.0
2021-03-10 09:06:56,0.0,0.0,0.0
2021-03-10 09:06:56.250000,0.0,0.0,0.0
2021-03-10 09:06:56.500000,0.0,0.0,0.0
2021-03-10 09:06:56.750000,0.0,0.0,0.0
2021-03-10 09:06:57,0.0,0.0,0.0
2021-03-10 09:06:57.250000,0.0,0.0,0.0
2021-03-10 09:06:57.500000,0.0,0.0,0.0
2021-03-10 09:06:57.750000,0.0,0.0,0.0
2021-03-10 09:06:58,0.0,0.0,0.0
2021-03-10 09:06:58.250000,0.0,0.0,0.0
2021-03-10 09:06:58.500000,0.0,0.0,0.0
2021-03-10 09:06:58.750000,0.0,0.0,0.0
2021-03-10 09:06:59,0.0,0.0,0.0
2021-03-10 09:06:59.250000,0.0,0.0,0.0
2021-03-10 09:06:59.500000,0.0,0.0,0.0
2021-03-10 09:06:59.750000,0.0,0.0,0.0
2021-03-10 09:07:00,0.0,0.0,0.0
2021-03-10 09:07:00.250000,0.0,0.0,0.0
2021-03-10 09:07:00.500000,0.0,0.0,0.0
2021-03-10 09:07:00.750000,0.0,0.0,0.0
2021-03-10 09:07:01,0.0,0.0,0.0
2021-03-10 09:07:01.250000,0.0,0.0,0.0
2021-03-10 09:07:01.500000,0.0,0.0,0.0
2021-03-10 09:07:01.750000,0.0,0.0,0.0
2021-03-10 09:07:02,0.0,0.0,0.0
2021-03-10 09:07:02.250000,0.0,0.0,0.0
2021-03-10 09:07:02.500000,0.0,0.0,0.0
2021-03-10 09:07:02.750000,0.0,0.0,0.0
2021-03-10 09:07:03,0.0,0.0,0.0
2021-03-10 09:07:03.250000,0.0,0.0,0.0
2021-03-10 09:07:03.500000,0.0,0.0,0.0
2021-03-10 09:07:03.750000,0.0,0.0,0.0
2021-03-10 09:07:04,0.0,0.0,0.0
2021-03-10 09:07:04.250000,0.0,0.0,0.0
2021-03-10 09:07:04.500000,0.0,0.0,0.0
2021-03-10 09:07:04.750000,0.0,0.0,0.0
2021-03-10 09:07:05,0.0,0.0,0.0
2021-03-10 09:07:05.250000,0.0,0.0,0.0
2021-03-10 09:07:05.500000,0.0,0.0,0.0
2021-03-10 09:07:05.750000,0.0,0.0,0.0
2021-03-10 09:07:06,0.0,0.0,0.0
2021-03-10 09:07:06.250000,0.0,0.0,0.0
2021-03-10 09:07:06.500000,0.0,0.0,0.0
2021-03-10 09:07:06.750000,0.0,0.0,0.0
2021-03-10 09:07:07,0.0,0.0,0.0
2021-03-10 09:07:07.250000,0.0,0.0,0.0
2021-03-10 09:07:07.500000,0.0,0.0,0.0
2021-03-10 09:07:07.750000,0.0,0.0,0.0
2021-03-10 09:07:08,0.0,0.0,0.0
