sensor,baseline,jitter,scale,magWarp,timeWarp,permutation
EDA,0.4883936941623688,0.48746517300605774,0.4893221855163574,0.4883936941623688,0.48746517300605774,0.4893221855163574
RECALL,0.9961904883384705,1.0,1.0,1.0,1.0,1.0
PRECISION,0.4878731369972229,0.48746517300605774,0.4883720874786377,0.4879182279109955,0.48746517300605774,0.4883720874786377
STD,0,0.0008304812416409132

EDA,0,-0.0929,0.0928,0.0,-0.0929,0.0928
