sensor,baseline,jitter,scale,magWarp,timeWarp,permutation
bvp,0.7251625061035156,0.7692664861679077,0.7599814534187317,0.7604456841945648,0.7390900552272797,0.7372330725193024
RECALL,0.8590475916862488,0.9238095283508301,0.9038095474243164,0.9104762077331543,0.8876190483570099,0.9028571248054504
PRECISION,0.6701337099075317,0.6993575096130371,0.6952400803565979,0.693756490945816,0.6773228049278259,0.6715228259563446
STD,0,0.01363228010246941

bvp,0,4.4104,3.4819,3.5283,1.3928,1.2071
